Geographic Area Name [0],State [1],Type [2],Population (2020) [3],CENTLAT [4],CENTLON [5],Nearest 5K+ city,Nearest 5K+ distance
Highland Lake town,Alabama,INC,412,33.887563,-86.4244423,Loading...,Loading...
Hillsboro town,Alabama,INC,407,34.6407225,-87.1838174,Loading...,Loading...
Hobson City town,Alabama,INC,759,33.6147711,-85.856168,Loading...,Loading...
Hodges town,Alabama,INC,265,34.3339139,-87.9298225,Loading...,Loading...
Hokes Bluff city,Alabama,INC,4446,33.9902115,-85.8639292,Loading...,Loading...
Holly Pond town,Alabama,INC,851,34.1696171,-86.6125167,Loading...,Loading...
Hollywood town,Alabama,INC,914,34.7195231,-85.9640883,Loading...,Loading...
Homewood city,Alabama,INC,26414,33.4617576,-86.8091835,Loading...,Loading...
Hoover city,Alabama,INC,92606,33.3762815,-86.8068193,Loading...,Loading...
Horn Hill town,Alabama,INC,207,31.2382484,-86.3211007,Opp cityAlabama,Loading...
Hueytown city,Alabama,INC,16776,33.4238539,-87.0219292,Loading...,Loading...
Huntsville city,Alabama,INC,215006,34.6981643,-86.6411986,Loading...,Loading...
Hurtsboro town,Alabama,INC,349,32.2400898,-85.4146703,Loading...,22.26516306
Hytop town,Alabama,INC,441,34.8962352,-86.0880683,Loading...,Loading...
Ider town,Alabama,INC,735,34.7025987,-85.6689584,Loading...,Loading...
Indian Springs Village city,Alabama,INC,2481,33.3591005,-86.7492201,Loading...,Loading...
Irondale city,Alabama,INC,13497,33.5439742,-86.6601883,Leeds cityAlabama,Loading...
Jackson city,Alabama,INC,4748,31.5317812,-87.8915066,Loading...,Loading...
Jacksons' Gap town,Alabama,INC,747,32.8831137,-85.8149797,Loading...,Loading...
Jacksonville city,Alabama,INC,14385,33.8088011,-85.7544816,Loading...,Loading...
Jasper city,Alabama,INC,14572,33.8506896,-87.2709822,Loading...,Loading...
Jemison city,Alabama,INC,2642,32.9696032,-86.7339321,Loading...,Loading...
Kansas town,Alabama,INC,180,33.9028687,-87.5568672,Loading...,Loading...
Kellyton town,Alabama,INC,129,32.9790751,-86.0358121,Loading...,Loading...
Kennedy town,Alabama,INC,435,33.5808905,-87.9861786,Loading...,Loading...
Killen town,Alabama,INC,1034,34.8606901,-87.526862,Loading...,Loading...
Kimberly city,Alabama,INC,3841,33.7761411,-86.7971004,Loading...,Loading...
Kinsey town,Alabama,INC,2203,31.2926135,-85.3352803,Loading...,Loading...
Kinston town,Alabama,INC,580,31.2199612,-86.1704445,Loading...,Loading...
La Fayette city,Alabama,INC,2684,32.8996543,-85.4006681,Loading...,Loading...
Lake View town,Alabama,INC,3560,33.2801598,-87.1259198,Loading...,Loading...
Lakeview town,Alabama,INC,161,34.3916754,-85.9755734,Loading...,Loading...
Lanett city,Alabama,INC,6970,32.8577677,-85.2077611,Loading...,Loading...
Langston town,Alabama,INC,265,34.5374146,-86.0899178,Loading...,Loading...
Leeds city,Alabama,INC,12324,33.5430337,-86.5634202,Loading...,Loading...
Leesburg town,Alabama,INC,911,34.1838489,-85.7750173,Loading...,Loading...
Leighton town,Alabama,INC,665,34.6940986,-87.5281955,Loading...,Loading...
Lester town,Alabama,INC,111,34.9871241,-87.151313,Loading...,Loading...
Level Plains town,Alabama,INC,1825,31.3071239,-85.7687223,Loading...,Loading...
Lexington town,Alabama,INC,727,34.965221,-87.3735156,Loading...,18.98649705
Libertyville town,Alabama,INC,108,31.2427771,-86.4600058,Loading...,Loading...
Lincoln city,Alabama,INC,6845,33.5934216,-86.1371935,Loading...,Loading...
Linden city,Alabama,INC,1930,32.300131,-87.7926305,Loading...,Loading...
Lineville city,Alabama,INC,2489,33.3128946,-85.7508941,Loading...,Loading...
Lipscomb city,Alabama,INC,2086,33.4260562,-86.9260505,Loading...,Loading...
Lisman town,Alabama,INC,427,32.1791676,-88.3001155,Loading...,Loading...
Littleville town,Alabama,INC,1038,34.5950656,-87.67194,Loading...,Loading...
Livingston city,Alabama,INC,3436,32.5982224,-88.1890574,Loading...,Loading...
Loachapoka town,Alabama,INC,160,32.6049363,-85.5947844,Loading...,Loading...
Lockhart town,Alabama,INC,445,31.0127661,-86.3505039,Loading...,Loading...
Locust Fork town,Alabama,INC,1192,33.8956605,-86.6301872,Loading...,Loading...
Louisville town,Alabama,INC,395,31.7810467,-85.5583357,Loading...,Loading...
Lowndesboro town,Alabama,INC,89,32.2764216,-86.6108477,Loading...,Loading...
Loxley town,Alabama,INC,3710,30.6812199,-87.7415468,Loading...,Loading...
Luverne city,Alabama,INC,2765,31.7186139,-86.2686774,Loading...,Loading...
Lynn town,Alabama,INC,610,34.0547876,-87.5554704,Loading...,Loading...
Madison city,Alabama,INC,56933,34.7113409,-86.7626188,Loading...,Loading...
Madrid town,Alabama,INC,265,31.0356354,-85.3992045,Loading...,Loading...
Magnolia Springs town,Alabama,INC,811,30.4002638,-87.7748813,Loading...,Loading...
Malvern town,Alabama,INC,1536,31.1427828,-85.5210047,Loading...,Loading...
Maplesville town,Alabama,INC,637,32.7867315,-86.8782926,Loading...,Loading...
Margaret town,Alabama,INC,5106,33.6734701,-86.4679786,Loading...,Loading...
Marion city,Alabama,INC,3176,32.631806,-87.3171721,Loading...,Loading...
Maytown town,Alabama,INC,316,33.548994,-86.9998531,Loading...,Loading...
McIntosh town,Alabama,INC,206,31.2649574,-88.0283689,Loading...,Loading...
McKenzie town,Alabama,INC,507,31.5428162,-86.7245812,Loading...,Loading...
McMullen town,Alabama,INC,32,33.1480998,-88.1757492,Loading...,28.34400225
Memphis town,Alabama,INC,29,33.1368852,-88.3007758,Loading...,Loading...
Mentone town,Alabama,INC,319,34.565507,-85.5845711,Loading...,Loading...
Midfield city,Alabama,INC,5211,33.4551897,-86.9226623,Loading...,Loading...
Midland City town,Alabama,INC,2239,31.3156886,-85.493686,Loading...,Loading...
Midway town,Alabama,INC,421,32.0763726,-85.524417,Loading...,Loading...
Millbrook city,Alabama,INC,16564,32.5027224,-86.3736728,Loading...,Loading...
Millport town,Alabama,INC,1010,33.5585758,-88.0817071,Loading...,Loading...
Millry town,Alabama,INC,450,31.625599,-88.3190315,Loading...,Loading...
Mobile city,Alabama,INC,187041,30.6673766,-88.1010397,Loading...,Loading...
Monroeville city,Alabama,INC,5951,31.5161377,-87.3278972,Loading...,Loading...
Montevallo city,Alabama,INC,7229,33.1246648,-86.8475576,Loading...,Loading...
Montgomery city,Alabama,INC,200603,32.3481597,-86.2667751,Loading...,Loading...
Moody city,Alabama,INC,13170,33.59855,-86.4962908,Loading...,Loading...
Mooresville town,Alabama,INC,47,34.6269637,-86.8799966,Decatur cityAlabama,Loading...
Morris town,Alabama,INC,2259,33.7466652,-86.8036871,Loading...,Loading...
Mosses town,Alabama,INC,834,32.1801559,-86.6888357,Loading...,Loading...
Moulton city,Alabama,INC,3398,34.484368,-87.283125,Loading...,17.75105467
Moundville town,Alabama,INC,3024,32.9968263,-87.627238,Loading...,Loading...
Mount Vernon town,Alabama,INC,1354,31.0888334,-88.0136341,Loading...,Loading...
Mountain Brook city,Alabama,INC,22461,33.4871221,-86.7399894,Loading...,Loading...
Mulga town,Alabama,INC,784,33.5533378,-86.9733566,Loading...,Loading...
Munford town,Alabama,INC,1351,33.5259039,-85.9554242,Loading...,Loading...
Muscle Shoals city,Alabama,INC,16275,34.743156,-87.6343302,Loading...,Loading...
Myrtlewood town,Alabama,INC,70,32.2520877,-87.9492614,Loading...,Loading...
Napier Field town,Alabama,INC,409,31.3149166,-85.4549616,Loading...,Loading...
Natural Bridge town,Alabama,INC,32,34.0903535,-87.6014087,Loading...,Loading...
Nauvoo town,Alabama,INC,185,33.987363,-87.4875523,Loading...,Loading...
Nectar town,Alabama,INC,379,33.9685742,-86.634594,Loading...,Loading...
Needham town,Alabama,INC,73,31.9870003,-88.336563,Loading...,Loading...
New Brockton town,Alabama,INC,1428,31.3784423,-85.9228373,Loading...,Loading...
New Hope city,Alabama,INC,2889,34.5370506,-86.4128125,Loading...,Loading...
New Site town,Alabama,INC,773,33.0282201,-85.7801409,Loading...,Loading...
Newbern town,Alabama,INC,133,32.5919579,-87.5331869,Loading...,Loading...
Newton town,Alabama,INC,1607,31.3422777,-85.5893302,Loading...,Loading...
Newville town,Alabama,INC,544,31.4206043,-85.33669,Loading...,Loading...
North Courtland town,Alabama,INC,483,34.6787803,-87.3082514,Loading...,Loading...
North Johns town,Alabama,INC,127,33.3677178,-87.1006778,Loading...,5.973277451
Northport city,Alabama,INC,31125,33.2584491,-87.5993989,Loading...,Loading...
Notasulga town,Alabama,INC,914,32.5572641,-85.6691938,Loading...,Loading...
Oak Grove town,Alabama,INC,564,33.1928263,-86.304222,Loading...,Loading...
Oak Hill town,Alabama,INC,14,31.9216196,-87.0852344,Loading...,Loading...
Oakman town,Alabama,INC,771,33.7141357,-87.3890462,Loading...,Loading...
Odenville city,Alabama,INC,4969,33.6986671,-86.4224894,Loading...,Loading...
Ohatchee town,Alabama,INC,1157,33.7876883,-86.0280764,Loading...,Loading...
Oneonta city,Alabama,INC,6938,33.9393021,-86.4932864,Loading...,Loading...
Onycha town,Alabama,INC,167,31.2246077,-86.2785227,Loading...,Loading...
Opelika city,Alabama,INC,30995,32.6612143,-85.3769363,Loading...,Loading...
Opp city,Alabama,INC,6771,31.2848225,-86.2569811,Loading...,Loading...
Orange Beach city,Alabama,INC,8095,30.2940684,-87.5852202,Loading...,Loading...
Orrville town,Alabama,INC,150,32.3067685,-87.2454472,Loading...,Loading...
Owens Cross Roads town,Alabama,INC,2594,34.5844944,-86.457475,Loading...,Loading...
Oxford city,Alabama,INC,22069,33.5966769,-85.8688437,Loading...,Loading...
Ozark city,Alabama,INC,14368,31.4508478,-85.6472436,Loading...,Loading...
Paint Rock town,Alabama,INC,182,34.6601943,-86.3306771,Loading...,Loading...
Parrish town,Alabama,INC,982,33.7323211,-87.2801272,Loading...,Loading...
Pelham city,Alabama,INC,24318,33.3114491,-86.7573363,Loading...,Loading...
Pell City city,Alabama,INC,12939,33.561032,-86.2668434,Loading...,Loading...
Pennington town,Alabama,INC,329,32.2009814,-88.0378258,Loading...,Loading...
Perdido Beach town,Alabama,INC,555,30.3554286,-87.503623,Loading...,Loading...
Petrey town,Alabama,INC,67,31.8494716,-86.2056819,Loading...,Loading...
Phenix City city,Alabama,INC,38816,32.4587853,-85.0250819,Smiths Station cityAlabama,Loading...
Phil Campbell town,Alabama,INC,992,34.3519472,-87.707188,Loading...,Loading...
Pickensville town,Alabama,INC,557,33.233619,-88.2744624,Loading...,Loading...
Piedmont city,Alabama,INC,4787,33.9268332,-85.6148801,Loading...,11.43038029
Pike Road town,Alabama,INC,9439,32.2938404,-86.0900602,Loading...,Loading...
Pinckard town,Alabama,INC,582,31.317262,-85.5430417,Loading...,Loading...
Pine Apple town,Alabama,INC,143,31.8721548,-86.9890587,Loading...,Loading...
Pine Hill town,Alabama,INC,758,31.9858837,-87.5875157,Monroeville cityAlabama,Loading...
Pine Ridge town,Alabama,INC,263,34.4486232,-85.7805577,Loading...,Loading...
Pinson city,Alabama,INC,7215,33.7054622,-86.6677216,Loading...,Loading...
Pisgah town,Alabama,INC,681,34.6843663,-85.8460102,Loading...,Loading...
Pleasant Grove city,Alabama,INC,9544,33.4937574,-86.9777856,Loading...,Loading...
Pleasant Groves town,Alabama,INC,426,34.7350202,-86.2054116,Loading...,Loading...
Pollard town,Alabama,INC,128,31.0235366,-87.1736038,Loading...,Loading...
Powell town,Alabama,INC,901,34.5325882,-85.8975528,Loading...,Loading...
Prattville city,Alabama,INC,37781,32.4597382,-86.4571411,Loading...,Loading...
Priceville town,Alabama,INC,3512,34.5246329,-86.8855757,Loading...,Loading...
Prichard city,Alabama,INC,19322,30.7735429,-88.1300925,Loading...,Loading...
Providence town,Alabama,INC,167,32.3423864,-87.776115,Loading...,Loading...
Ragland town,Alabama,INC,1693,33.7469061,-86.1383573,Loading...,Loading...
Rainbow City city,Alabama,INC,10191,33.9336496,-86.0921676,Loading...,Loading...
Rainsville city,Alabama,INC,5505,34.4938009,-85.8435284,Loading...,Loading...
Ranburne town,Alabama,INC,422,33.5258526,-85.3390128,Loading...,Loading...
Red Bay city,Alabama,INC,3232,34.4356901,-88.1361703,Loading...,Loading...
Red Level town,Alabama,INC,432,31.4055341,-86.6084206,Loading...,Loading...
Reece City town,Alabama,INC,615,34.0772413,-86.0344981,Loading...,Loading...
Reform town,Alabama,INC,1520,33.3788163,-88.0172629,Loading...,Loading...
Rehobeth town,Alabama,INC,1791,31.1241653,-85.4382771,Loading...,Loading...
Repton town,Alabama,INC,235,31.4096556,-87.2393288,Loading...,Loading...
Ridgeville town,Alabama,INC,83,34.0569291,-86.1028736,Loading...,Loading...
River Falls town,Alabama,INC,479,31.352439,-86.5411272,Loading...,4.731778636
Riverside city,Alabama,INC,2227,33.6170506,-86.2042107,Loading...,Loading...
Riverview town,Alabama,INC,163,31.0586955,-87.0709008,Loading...,Loading...
Roanoke city,Alabama,INC,5311,33.1453485,-85.3693724,Loading...,Loading...
Robertsdale city,Alabama,INC,6708,30.5534699,-87.70238,Fairhope cityAlabama,Loading...
Rockford town,Alabama,INC,349,32.8895691,-86.2150126,Loading...,Loading...
Rogersville town,Alabama,INC,1286,34.8251,-87.2821468,Loading...,Loading...
Rosa town,Alabama,INC,376,33.9899169,-86.5044518,Loading...,Loading...
Russellville city,Alabama,INC,10855,34.505514,-87.728276,Loading...,Loading...
Rutledge town,Alabama,INC,351,31.7240719,-86.3020085,Loading...,Loading...
Samson city,Alabama,INC,1874,31.1123765,-86.0463405,Loading...,Loading...
Sand Rock town,Alabama,INC,591,34.2312276,-85.7704157,Loading...,Loading...
Sanford town,Alabama,INC,257,31.3006754,-86.3975743,Loading...,Loading...
Saraland city,Alabama,INC,16171,30.8478705,-88.1003637,Loading...,Loading...
Sardis City town,Alabama,INC,1814,34.1748956,-86.1125456,Loading...,Loading...
Satsuma city,Alabama,INC,6749,30.8577429,-88.063168,Loading...,Loading...
Scottsboro city,Alabama,INC,15578,34.6438622,-86.0491797,Loading...,Loading...
Section town,Alabama,INC,756,34.5816442,-85.9849417,Loading...,Loading...
Selma city,Alabama,INC,17971,32.4165977,-87.0335918,Loading...,Loading...
Semmes city,Alabama,INC,4941,30.789918,-88.2390352,Loading...,Loading...
Sheffield city,Alabama,INC,9403,34.7570187,-87.6977078,Loading...,2.554126888
Shiloh town,Alabama,INC,321,34.4604494,-85.8766939,Loading...,Loading...
Shorter town,Alabama,INC,385,32.4075985,-85.9412272,Loading...,Loading...
Silas town,Alabama,INC,377,31.7678022,-88.325923,Loading...,Loading...
Silverhill town,Alabama,INC,768,30.5455173,-87.750715,Robertsdale cityAlabama,Loading...
Sipsey town,Alabama,INC,363,33.8225303,-87.0833714,Loading...,Loading...
Skyline town,Alabama,INC,834,34.7986596,-86.1228268,Loading...,Loading...
Slocomb city,Alabama,INC,2082,31.1103165,-85.595392,Loading...,14.02282089
Smiths Station city,Alabama,INC,5384,32.528107,-85.0943525,Loading...,Loading...
Snead town,Alabama,INC,1032,34.1161689,-86.3900768,Loading...,Loading...
Somerville town,Alabama,INC,796,34.4678554,-86.7908573,Loading...,Loading...
South Vinemont town,Alabama,INC,558,34.23557,-86.8646104,Loading...,Loading...
Southside city,Alabama,INC,9426,33.9006935,-86.02376,Loading...,Loading...
Spanish Fort city,Alabama,INC,10049,30.7231996,-87.8646551,Loading...,Loading...
Springville city,Alabama,INC,4786,33.7646542,-86.4760223,Loading...,Loading...
St. Florian town,Alabama,INC,584,34.8738842,-87.6241136,Loading...,Loading...
Steele town,Alabama,INC,992,33.9369853,-86.2003753,Loading...,Loading...
Stevenson city,Alabama,INC,1955,34.8486834,-85.8437149,Loading...,Loading...
Sulligent city,Alabama,INC,1879,33.8911892,-88.1266332,Loading...,Loading...
Sumiton city,Alabama,INC,2444,33.750276,-87.0483086,Loading...,Loading...
Summerdale town,Alabama,INC,1468,30.4783228,-87.6903344,Loading...,Loading...
Susan Moore town,Alabama,INC,787,34.0803919,-86.4228159,Loading...,Loading...
Sweet Water town,Alabama,INC,228,32.1046143,-87.8618892,Loading...,Loading...
Sylacauga city,Alabama,INC,12578,33.1781019,-86.2603211,Loading...,Loading...
Sylvan Springs town,Alabama,INC,1653,33.5286151,-87.0312239,Loading...,Loading...
Sylvania town,Alabama,INC,1790,34.5616698,-85.805646,Loading...,Loading...
Talladega city,Alabama,INC,15861,33.1190808,-86.4420119,Loading...,Loading...
Talladega Springs town,Alabama,INC,144,33.4332826,-86.0986324,Loading...,Loading...
Tallassee city,Alabama,INC,4763,32.5314826,-85.89023,Loading...,Loading...
Tarrant city,Alabama,INC,6124,33.5943717,-86.7682975,Loading...,Loading...
Taylor town,Alabama,INC,2262,31.1658607,-85.4697433,Loading...,Loading...
Thomaston town,Alabama,INC,326,32.2682775,-87.6237059,Demopolis cityAlabama,Loading...
Thomasville city,Alabama,INC,3649,31.9110884,-87.7418559,Loading...,Loading...
Thorsby town,Alabama,INC,2064,32.9169577,-86.7202839,Loading...,Loading...
Town Creek town,Alabama,INC,1052,34.6718248,-87.406342,Loading...,Loading...
Toxey town,Alabama,INC,145,31.9107117,-88.309146,Loading...,Loading...
Trafford town,Alabama,INC,613,33.8191908,-86.7465132,Loading...,Loading...
Triana town,Alabama,INC,2890,34.5888254,-86.7489287,Loading...,Loading...
Trinity town,Alabama,INC,2526,34.6010972,-87.0816568,Loading...,Loading...
Troy city,Alabama,INC,17727,31.8021257,-85.966433,Loading...,Loading...
Trussville city,Alabama,INC,26123,33.6403231,-86.5817788,Loading...,Loading...
Tuscaloosa city,Alabama,INC,99600,33.2351705,-87.5269237,Loading...,Loading...
Tuscumbia city,Alabama,INC,9054,34.7203602,-87.7034972,Loading...,Loading...
Tuskegee city,Alabama,INC,9395,32.4408231,-85.7130383,Loading...,Loading...
Twin town,Alabama,INC,359,33.9978336,-87.849674,Loading...,Loading...
Union Grove town,Alabama,INC,67,34.4025601,-86.4483223,Loading...,Loading...
Union Springs city,Alabama,INC,3358,32.139526,-85.7141481,Loading...,Loading...
Union town,Alabama,INC,180,32.9938104,-87.9071786,Loading...,Loading...
Uniontown town,Alabama,INC,2107,32.4489181,-87.4958284,Loading...,Loading...
Valley city,Alabama,INC,10529,32.4861642,-87.0305216,Loading...,Loading...
Valley Grande city,Alabama,INC,4190,34.5557621,-85.6224837,Loading...,Loading...
Valley Head town,Alabama,INC,577,32.8087396,-85.1810894,Loading...,Loading...
Vance town,Alabama,INC,2092,33.1746969,-87.2313588,Loading...,Loading...
Vernon city,Alabama,INC,1921,33.7588163,-88.1142907,Loading...,Loading...
Vestavia Hills city,Alabama,INC,39102,33.4518559,-86.7437009,Loading...,2.446058231
Vina town,Alabama,INC,325,34.3756543,-88.0601602,Loading...,Loading...
Vincent town,Alabama,INC,1982,33.3848719,-86.408652,Loading...,Loading...
Vredenburgh town,Alabama,INC,222,31.8237067,-87.3177674,Loading...,Loading...
Wadley town,Alabama,INC,659,33.1239183,-85.5683319,Loading...,Loading...
Waldo town,Alabama,INC,258,33.3891916,-86.0360045,Loading...,Loading...
Walnut Grove town,Alabama,INC,773,34.0641145,-86.2863742,Loading...,Loading...
Warrior city,Alabama,INC,3224,33.8152734,-86.8153678,Loading...,Loading...
Waterloo town,Alabama,INC,178,34.9172184,-88.0654457,Loading...,Loading...
Waverly town,Alabama,INC,159,32.7333519,-85.5764697,Loading...,Loading...
Weaver city,Alabama,INC,3339,33.7600472,-85.8116609,Loading...,Loading...
Webb town,Alabama,INC,1270,31.257237,-85.2896227,Loading...,Loading...
Wedowee town,Alabama,INC,737,33.307726,-85.4864056,Loading...,Loading...
West Blocton town,Alabama,INC,1217,33.1186009,-87.1253455,Loading...,Loading...
West Jefferson town,Alabama,INC,417,33.6522472,-87.0568451,Loading...,Loading...
West Point town,Alabama,INC,584,34.2393757,-86.9631196,Loading...,Loading...
